area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SoapeSu,1558.67,2.0,2.0,65.0,3,4170.22
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,,630.0,1.0,1.0,39.0,1,6190.48
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Iseenst,1403.0,2.0,2.0,60.81,3,4334.28
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,SLourle,1542.0,2.0,3.0,85.0,3,5512.32
Built-up  Area,Ready To Move,Haralur Road,4 Bedroom,IDlleri,2750.0,4.0,0.0,220.0,4,8000.0
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596.0,5.0,1.0,290.0,4,8064.52
Super built-up  Area,Ready To Move,Kengeri Satellite Town,3 BHK,,1635.0,2.0,2.0,78.0,3,4770.64
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,,1239.0,2.0,1.0,53.0,2,4277.64
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1194.0,2.0,2.0,47.0,2,3936.35
Super built-up  Area,Ready To Move,Dooravani Nagar,3 BHK,Puceswn,1596.0,3.0,1.0,105.0,3,6578.95
Super built-up  Area,17-Nov,Channasandra,2 BHK,Unm 2El,1009.0,2.0,1.0,38.34,2,3799.8
Super built-up  Area,18-Jul,Hosa Road,3 BHK,Mahesr,1726.0,3.0,2.0,81.99,3,4750.29
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535.0,3.0,2.0,86.0,3,5602.61
Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,,1300.0,2.0,1.0,58.5,3,4500.0
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Adowslm,3100.0,4.0,2.0,465.0,4,15000.0
Super built-up  Area,Ready To Move,Coconut Garden,3 BHK,,1800.0,3.0,3.0,80.0,3,4444.44
Super built-up  Area,19-Dec,Binny Pete,1 BHK,Shestlo,665.0,1.0,0.0,50.75,1,7631.58
Plot  Area,Ready To Move,Chamrajpet,9 Bedroom,,4050.0,7.0,1.0,1200.0,9,29629.63
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,,1500.0,2.0,1.0,100.0,3,6666.67
Built-up  Area,Ready To Move,Kalkere,2 BHK,Sothin,925.0,2.0,2.0,48.0,2,5189.19
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades,3356.0,4.0,2.0,251.0,4,7479.14
Super built-up  Area,Ready To Move,Gollahalli,2 BHK,ArzzaRe,1395.0,2.0,1.0,63.59,2,4558.42
Super built-up  Area,Ready To Move,Sonnenahalli,3 BHK,DSgam S,1415.0,2.0,1.0,55.0,3,3886.93
Super built-up  Area,Ready To Move,Begur,3 BHK,Arera V,1419.0,2.0,2.0,59.0,3,4157.86
Super built-up  Area,18-Feb,Kasavanhalli,2 BHK,Brersge,1121.0,2.0,2.0,78.0,2,6958.07
Super built-up  Area,Ready To Move,Kambipura,3 BHK,,1082.0,2.0,1.0,45.0,3,4158.96
Super built-up  Area,18-Jun,KR Puram,2 BHK,MCnexva,1100.0,2.0,1.0,47.0,2,4272.73
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Keers S,1606.0,3.0,3.0,89.55,3,5575.97
Built-up  Area,Ready To Move,Billekahalli,3 BHK,,1650.0,3.0,2.0,88.0,3,5333.33
Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,Vadel C,1206.0,2.0,3.0,75.0,2,6218.91
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,HIideSu,1495.0,2.0,0.0,64.0,3,4280.94
Plot  Area,Ready To Move,Malleshwaram,8 Bedroom,,840.0,7.0,2.0,195.0,8,23214.29
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa,710.0,2.0,2.0,16.0,2,2253.52
Super built-up  Area,Ready To Move,Balagere,2 BHK,,1210.0,2.0,1.0,72.0,2,5950.41
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSesthr,1523.0,2.0,2.0,53.4,3,3506.24
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Krine C,1232.0,2.0,2.0,45.0,2,3652.6
Super built-up  Area,20-Aug,Rachenahalli,1 BHK,AsNowre,680.0,1.0,1.0,44.0,1,6470.59
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1355.0,3.0,1.0,83.87,3,6189.67
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MenueNo,1430.0,2.0,2.0,51.46,3,3598.6
Super built-up  Area,18-Jun,Kothannur,3 BHK,,1275.0,2.0,2.0,43.85,3,3439.22
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070.0,2.0,1.0,56.1,2,5242.99
Plot  Area,Ready To Move,Bettahalsoor,3 Bedroom,,1200.0,3.0,1.0,85.0,3,7083.33
Plot  Area,Ready To Move,Electronic City,4 Bedroom,,2000.0,4.0,0.0,120.0,4,6000.0
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,,1200.0,2.0,2.0,40.0,2,3333.33
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,SatatHa,1610.0,3.0,1.0,90.0,3,5590.06
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1140.0,2.0,2.0,43.0,2,3771.93
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1143.0,2.0,2.0,38.65,2,3381.45
Super built-up  Area,22-May,Jakkur,4 BHK,SoineC,3467.86,6.0,3.0,249.0,4,7180.22
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530.0,2.0,2.0,74.4,3,4862.75
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,980.0,2.0,2.0,69.0,2,7040.82
Super built-up  Area,Ready To Move,Whitefield,3 BHK,ChodsGr,1485.0,3.0,2.0,65.0,3,4377.1
Plot  Area,18-May,Whitefield,3 Bedroom,WoarkEm,1500.0,3.0,1.0,130.0,3,8666.67
Super built-up  Area,18-Oct,Whitefield,2 BHK,Umods W,1280.0,2.0,1.0,75.0,2,5859.38
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy,1265.0,2.0,2.0,85.0,2,6719.37
Built-up  Area,20-Dec,"ECC Road, Whitefield, ",2 BHK,,1132.0,2.0,1.0,67.0,2,5918.73
Super built-up  Area,Ready To Move,Ashwath Nagar,2 BHK,SJcerpe,1262.0,2.0,2.0,63.0,2,4992.08
Super built-up  Area,Ready To Move,JP Nagar,2 BHK,Maentor,940.0,2.0,1.0,49.0,2,5212.77
Super built-up  Area,Ready To Move,Seetharampalya,3 BHK,,1515.0,3.0,3.0,88.0,3,5808.58
Built-up  Area,Ready To Move,Kothanur,3 Bedroom,,1840.0,3.0,1.0,69.0,3,3750.0
Built-up  Area,Ready To Move,Electronic City,2 BHK,Itvir M,890.0,2.0,2.0,45.0,2,5056.18
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,2060.0,3.0,1.0,149.0,3,7233.01
Super built-up  Area,Ready To Move,Bommanahalli,3 BHK,SNeur G,1730.0,3.0,1.0,96.0,3,5549.13
Built-up  Area,Ready To Move,Yelahanka,3 BHK,Leilo E,2195.0,4.0,2.0,127.0,3,5785.88
Super built-up  Area,18-Mar,Kathriguppe,3 BHK,,1650.0,3.0,2.0,125.0,3,7575.76
Plot  Area,Ready To Move,KR Puram,2 Bedroom,,1200.0,2.0,0.0,71.0,2,5916.67
Super built-up  Area,18-May,Hosa Road,2 BHK,,1079.0,2.0,1.0,32.37,2,3000.0
Super built-up  Area,19-Oct,Panathur,2 BHK,Caiya D,1085.0,2.0,1.0,36.0,2,3317.97
Built-up  Area,Ready To Move,Maruthi Sevanagar,7 Bedroom,,5000.0,7.0,2.0,299.0,7,5980.0
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,,1075.0,2.0,1.0,51.5,2,4790.7
Super built-up  Area,18-May,Devanahalli Int. Airport,2 BHK,,1380.0,2.0,1.0,80.0,2,5797.1
Super built-up  Area,Ready To Move,Puttanahalli,3 BHK,,1450.0,3.0,1.0,65.0,3,4482.76
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,,1200.0,2.0,2.0,78.0,2,6500.0
Super built-up  Area,Ready To Move,Benson Town,3 BHK,,3200.0,4.0,2.0,350.0,3,10937.5
Super built-up  Area,21-Jul,Hoodi,3 BHK,GoAirej,1639.0,3.0,1.0,98.32,3,5998.78
Super built-up  Area,Ready To Move,Jakkuru Layout,2 BHK,,1200.0,2.0,1.0,54.0,2,4500.0
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saityat,1739.0,3.0,1.0,116.0,3,6670.5
Built-up  Area,Ready To Move,Palanahalli,4 Bedroom,RMaanSa,4346.0,5.0,2.0,500.0,4,11504.83
Super built-up  Area,20-Dec,Old Madras Road,2 BHK,Shmes O,935.0,2.0,1.0,32.72,2,3499.47
Super built-up  Area,21-Nov,Thanisandra,1 RK,Bhe 2ko,510.0,1.0,1.0,25.25,1,4950.98
Plot  Area,Ready To Move,Devasandra Extension,6 Bedroom,,1200.0,6.0,3.0,180.0,6,15000.0
Super built-up  Area,Ready To Move,Nagondanahalli,2 BHK,PrestSe,1178.0,2.0,3.0,47.0,2,3989.81
Built-up  Area,Ready To Move,Chikkalasandra,3 BHK,Siourpl,1375.0,2.0,1.0,50.0,3,3636.36
Super built-up  Area,Ready To Move,Chandapura,3 BHK,Halms S,1065.0,2.0,1.0,33.0,3,3098.59
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,3 BHK,,1450.0,2.0,1.0,50.75,3,3500.0
Built-up  Area,Ready To Move,BEML Layout,2 BHK,,999.0,2.0,3.0,45.0,2,4504.5
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,,4400.0,3.0,2.0,475.0,2,10795.45
Plot  Area,Ready To Move,Marathahalli,5 Bedroom,,1350.0,4.0,1.0,135.0,5,10000.0
Built-up  Area,Ready To Move,Kothannur,2 BHK,,1100.0,2.0,2.0,40.0,2,3636.36
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Wiass G,1835.0,2.0,3.0,155.0,3,8446.87
Super built-up  Area,20-Dec,Hoodi,4 BHK,Caycend,2090.0,4.0,0.0,95.1,4,4550.24
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1519.0,3.0,1.0,93.0,3,6122.45
Built-up  Area,Ready To Move,Dommasandra,3 BHK,Asene S,1267.0,3.0,2.0,56.0,3,4419.89
Super built-up  Area,Ready To Move,Sanjay nagar,2 BHK,Camesa,1150.0,2.0,3.0,72.2,2,6278.26
Super built-up  Area,19-Dec,Marathahalli,2 BHK,PrensKe,1146.0,2.0,1.0,70.0,2,6108.2
Plot  Area,18-Feb,1st Block HRBR Layout,8 Bedroom,,1200.0,7.0,0.0,235.0,8,19583.33
Built-up  Area,Ready To Move,Kannamangala,3 BHK,Marnaer,1550.0,3.0,3.0,65.0,3,4193.55
Built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,850.0,1.0,1.0,18.5,2,2176.47
Super built-up  Area,Ready To Move,Richmond Town,3 BHK,Kaestid,2200.0,3.0,2.0,187.0,3,8500.0
Built-up  Area,Ready To Move,"Sarjapur Road, ",3 Bedroom,,3329.0,3.0,2.0,330.0,3,9912.89
Carpet  Area,Ready To Move,Electronics City Phase 1,1 BHK,,785.0,1.0,1.0,55.0,1,7006.37
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,GonumPl,2900.0,4.0,2.0,300.0,3,10344.83
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Avlya A,1610.0,3.0,2.0,74.0,3,4596.27
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Krine O,921.0,2.0,2.0,40.0,2,4343.11
Plot  Area,Ready To Move,Kengeri Satellite Town,3 Bedroom,,850.0,3.0,2.0,95.0,3,11176.47
Built-up  Area,Ready To Move,Bannerghatta Road,5 Bedroom,,2700.0,5.0,0.0,158.0,5,5851.85
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,SocusHi,1700.0,3.0,3.0,110.0,3,6470.59
Built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,1020.0,2.0,2.0,35.0,2,3431.37
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,Dintsmi,1090.0,2.0,3.0,52.0,2,4770.64
Plot  Area,Ready To Move,Bagalur Main Road,4 Bedroom,,3600.0,4.0,2.0,300.0,4,8333.33
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1027.0,2.0,2.0,44.0,2,4284.32
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185.0,2.0,2.0,42.1,2,3552.74
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prianhi,850.0,2.0,1.0,25.0,2,2941.18
Built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197.0,2.0,1.0,84.0,2,7017.54
Super built-up  Area,Ready To Move,Byadarahalli,4 BHK,ETntsce,3500.0,3.0,3.0,450.0,4,12857.14
Super built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,,920.0,2.0,2.0,39.55,2,4298.91
Super built-up  Area,Ready To Move,Chamrajpet,9 BHK,,1275.0,9.0,1.0,296.0,9,23215.69
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,i1rtsCo,1105.0,2.0,1.0,65.0,2,5882.35
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,GoandAc,1850.0,3.0,3.0,100.0,3,5405.41
Super built-up  Area,20-Dec,Judicial Layout,3 BHK,PrarePa,1300.0,3.0,1.0,64.0,3,4923.08
Built-up  Area,Ready To Move,"Varthur Road, ",3 BHK,,1595.0,3.0,2.0,76.0,3,4764.89
Super built-up  Area,19-Dec,Kodihalli,4 BHK,Priesla,3073.0,5.0,2.0,696.0,4,22648.88
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,,755.0,2.0,1.0,37.49,2,4965.56
Built-up  Area,Ready To Move,Nagasandra,5 Bedroom,,4050.0,5.0,2.0,140.0,5,3456.79
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,,1300.0,2.0,3.0,69.0,3,5307.69
Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,,1215.0,2.0,0.0,50.0,2,4115.23
Super built-up  Area,20-Oct,Kanakpura Road,2 BHK,PrarePa,900.0,2.0,1.0,46.0,2,5111.11
Super built-up  Area,18-Oct,Banashankari Stage III,2 BHK,,1145.0,2.0,3.0,58.4,2,5100.44
Super built-up  Area,Ready To Move,Chikka Banaswadi,2 BHK,,1093.0,2.0,2.0,65.0,2,5946.94
Super built-up  Area,17-Nov,Babusapalaya,3 BHK,,1213.0,2.0,2.0,41.39,3,3412.2
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,PrliaRe,1654.0,3.0,2.0,100.0,3,6045.95
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,,1105.0,2.0,1.0,52.48,2,4749.32
Super built-up  Area,Ready To Move,Babusapalaya,3 BHK,,1611.0,2.0,2.0,66.0,3,4096.83
Built-up  Area,Ready To Move,Outer Ring Road East,2 BHK,Hoens T,1367.0,2.0,2.0,62.0,2,4535.48
Super built-up  Area,Ready To Move,Devanahalli,2 BHK,Brntsal,1010.0,2.0,1.0,51.0,2,5049.5
Plot  Area,Ready To Move,Kavika Layout,3 Bedroom,,750.0,2.0,1.0,75.0,3,10000.0
Carpet  Area,Ready To Move,Vinayaka Nagar,3 BHK,SVon hn,1535.0,3.0,1.0,95.0,3,6188.93
Super built-up  Area,Ready To Move,Anekal,2 BHK,,620.0,2.0,1.0,22.0,2,3548.39
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,,982.0,2.0,1.0,47.65,2,4852.34
Super built-up  Area,Ready To Move,Banashankari Stage II,2 BHK,,1700.0,2.0,2.0,150.0,2,8823.53
Super built-up  Area,18-Dec,Whitefield,2 BHK,BSlasin,1330.0,2.0,1.0,71.0,2,5338.35
Built-up  Area,Ready To Move,JP Nagar,3 Bedroom,Ronty C,2500.0,3.0,2.0,135.0,3,5400.0
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,,1475.0,2.0,2.0,58.99,3,3999.32
Super built-up  Area,Ready To Move,Bhoganhalli,3 BHK,BSisear,1410.0,3.0,1.0,65.0,3,4609.93
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,,440.0,1.0,1.0,16.5,1,3750.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1614.0,3.0,2.0,95.0,3,5886.0
Super built-up  Area,Ready To Move,Neeladri Nagar,2 BHK,GeereEc,1363.0,2.0,2.0,68.0,2,4988.99
Built-up  Area,Ready To Move,Kogilu,2 Bedroom,,650.0,2.0,0.0,28.0,2,4307.69
Super built-up  Area,Ready To Move,Dodda Kempaiah Layout,2 BHK,,1015.0,2.0,1.0,45.0,2,4433.5
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,,1156.0,2.0,2.0,46.0,2,3979.24
Super built-up  Area,18-Jan,KR Puram,3 BHK,,1455.0,3.0,2.0,46.0,3,3161.51
Built-up  Area,Ready To Move,AMS Layout,3 BHK,,1650.0,2.0,2.0,80.0,3,4848.48
Built-up  Area,Ready To Move,KR Puram,2 Bedroom,,1200.0,2.0,0.0,90.0,2,7500.0
Plot  Area,Ready To Move,9th Block Jayanagar,1 Bedroom,,700.0,1.0,0.0,150.0,1,21428.57
Super built-up  Area,Ready To Move,Karuna Nagar,4 BHK,AjityIn,2900.0,3.0,2.0,135.0,4,4655.17
Super built-up  Area,18-Mar,Kadugodi,3 BHK,Alestrb,1890.0,4.0,3.0,127.0,3,6719.58
Super built-up  Area,Ready To Move,Ashwathnagar,3 BHK,Vaour S,2197.0,4.0,3.0,280.0,3,12744.65
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,GonumPl,3522.0,3.0,2.0,380.0,3,10789.32
Super built-up  Area,18-Apr,Gaurava Nagar,3 BHK,,1240.0,2.0,2.0,46.0,3,3709.68
Built-up  Area,Ready To Move,HRBR Layout,2 BHK,Vaaveeh,1440.0,2.0,2.0,98.0,2,6805.56
Super built-up  Area,Ready To Move,Kodichikkanahalli,1 BHK,,650.0,1.0,2.0,38.0,1,5846.15
Super built-up  Area,19-Jun,Budigere,1 BHK,Brstaue,764.0,1.0,1.0,32.0,1,4188.48
Plot  Area,Ready To Move,Sector 7 HSR Layout,5 Bedroom,,900.0,4.0,0.0,90.0,5,10000.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1693.0,3.0,3.0,57.39,3,3389.84
Built-up  Area,Ready To Move,Hoodi,3 BHK,Macanr,1445.0,3.0,2.0,65.0,3,4498.27
Super built-up  Area,21-Oct,Kanakpura Road,2 BHK,PrarePa,900.0,1.0,0.0,45.0,2,5000.0
Super built-up  Area,Ready To Move,Singasandra,2 BHK,,1030.0,2.0,2.0,55.0,2,5339.81
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad,1381.0,2.0,2.0,52.48,3,3800.14
Built-up  Area,Ready To Move,Basapura,2 BHK,Krtiqa,1100.0,2.0,1.0,60.0,2,5454.55
Super built-up  Area,Ready To Move,Hoodi,3 BHK,,1575.0,3.0,2.0,66.39,3,4215.24
Plot  Area,Ready To Move,Thigalarapalya,2 Bedroom,,1200.0,2.0,1.0,65.0,2,5416.67
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh,1200.0,2.0,2.0,43.2,2,3600.0
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,GradeMR,1080.0,2.0,2.0,80.0,2,7407.41
Plot  Area,Ready To Move,Hebbal Kempapura,5 Bedroom,,2280.0,5.0,2.0,200.0,5,8771.93
Super built-up  Area,18-Mar,Akshaya Nagar,3 BHK,,1360.0,2.0,2.0,85.0,3,6250.0
Super built-up  Area,19-Dec,Jakkur,3 BHK,Ceezey,1865.0,3.0,1.0,124.0,3,6648.79
Super built-up  Area,18-Nov,Sarjapur  Road,3 BHK,AsastDe,1157.0,2.0,1.0,75.0,3,6482.28
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,Icingpy,674.0,2.0,1.0,29.0,2,4302.67
Super built-up  Area,Ready To Move,Whitefield,3 BHK,AdndeBe,1405.0,2.0,1.0,78.0,3,5551.6
Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh,1160.0,2.0,2.0,44.08,2,3800.0
Super built-up  Area,21-Mar,Hebbal,3 BHK,Oztarol,1790.0,3.0,2.0,127.0,3,7094.97
Super built-up  Area,18-May,Electronic City,2 BHK,Prarkun,1128.0,2.0,1.0,65.65,2,5820.04
Super built-up  Area,Ready To Move,Panathur,2 BHK,Arentpa,1180.0,2.0,1.0,70.0,2,5932.2
Built-up  Area,Ready To Move,AGS Layout,3 BHK,,1450.0,2.0,2.0,85.0,3,5862.07
Built-up  Area,18-Mar,Kengeri,1 BHK,,340.0,1.0,1.0,10.0,1,2941.18
Built-up  Area,Ready To Move,Srinagar,4 Bedroom,,2000.0,3.0,1.0,166.0,4,8300.0
Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050.0,2.0,2.0,53.5,2,5095.24
Super built-up  Area,Ready To Move,Varthur,2 BHK,Pethaai,1125.0,2.0,2.0,40.0,2,3555.56
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246.0,2.0,1.0,68.0,2,5457.46
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1372.0,2.0,1.0,61.0,2,4446.06
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Aklia R,1330.0,2.0,1.0,56.0,3,4210.53
Super built-up  Area,19-Dec,Binny Pete,3 BHK,She 2rk,2465.0,5.0,2.0,234.0,3,9492.9
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,,1300.0,2.0,3.0,55.0,2,4230.77
Plot  Area,Ready To Move,Bannerghatta,4 Bedroom,,810.0,4.0,1.0,50.0,4,6172.84
Super built-up  Area,Ready To Move,Channasandra,2 BHK,Unm 2El,1065.0,2.0,1.0,35.0,2,3286.38
Built-up  Area,Ready To Move,Hessarghatta,2 BHK,,700.0,2.0,0.0,27.0,2,3857.14
Carpet  Area,18-Mar,Hebbal,2 BHK,Arcia S,687.325,2.0,0.0,42.72,2,6215.4
Super built-up  Area,Ready To Move,Belathur,2 BHK,Viiniai,1050.0,2.0,1.0,45.0,2,4285.71
Built-up  Area,Ready To Move,Electronic City,2 BHK,Palleon,865.0,2.0,0.0,42.0,2,4855.49
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1200.0,2.0,2.0,44.0,2,3666.67
Built-up  Area,Ready To Move,Srirampura,3 BHK,NRnoral,1756.0,3.0,3.0,100.0,3,5694.76
Plot  Area,Ready To Move,Malleshwaram,9 Bedroom,,750.0,8.0,2.0,150.0,9,20000.0
Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Ardanru,628.0,1.0,1.0,24.0,1,3821.66
Plot  Area,Ready To Move,9th Phase JP Nagar,7 Bedroom,,1200.0,6.0,2.0,195.0,7,16250.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,,1207.0,2.0,2.0,63.0,2,5219.55
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,KlarkBe,1765.0,3.0,1.0,125.0,3,7082.15
Built-up  Area,18-Dec,Electronic City,2 BHK,,1130.0,2.0,1.0,32.64,2,2888.5
Super built-up  Area,18-Jun,Devanahalli Road,3 BHK,Ozana U,1532.0,3.0,3.0,92.0,3,6005.22
Built-up  Area,Ready To Move,Ejipura,3 BHK,DSncele,1650.0,3.0,0.0,110.0,3,6666.67
Built-up  Area,18-May,Horamavu Banaswadi,4 Bedroom,,1200.0,4.0,2.0,105.0,4,8750.0
Carpet  Area,18-Dec,Bhoganhalli,2 BHK,Rosha I,804.1,2.0,1.0,69.09,2,8592.21
Super built-up  Area,18-Apr,Doddathoguru,2 BHK,,1200.0,2.0,2.0,75.0,2,6250.0
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,1197.0,2.0,2.0,50.0,2,4177.11
Built-up  Area,Ready To Move,Green Woods Layout,2 BHK,Paarklu,1200.0,2.0,2.0,66.0,2,5500.0
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Shony S,1385.0,2.0,2.0,48.48,3,3500.36
Super built-up  Area,Ready To Move,Whitefield,3 BHK,UKe 2nz,2225.0,3.0,3.0,115.0,3,5168.54
Super built-up  Area,Ready To Move,Immadihalli,2 BHK,Niimet,1180.0,2.0,2.0,48.0,2,4067.8
Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,,1525.0,2.0,3.0,122.0,3,8000.0
Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,,1100.0,2.0,2.0,31.5,2,2863.64
Super built-up  Area,Ready To Move,Hiremath Layout,3 BHK,,1435.0,3.0,3.0,70.0,3,4878.05
Built-up  Area,Ready To Move,Attibele,1 BHK,Jae 2hu,400.0,1.0,1.0,14.0,1,3500.0
Super built-up  Area,Ready To Move,Dommasandra,2 BHK,Asene S,1200.0,2.0,2.0,50.0,2,4166.67
Super built-up  Area,21-Mar,Whitefield,2 BHK,PritaDo,1272.0,2.0,1.0,95.05,2,7472.48
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1205.0,2.0,1.0,39.0,2,3236.51
Built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,ARomee,980.0,2.0,1.0,40.0,2,4081.63
Super built-up  Area,18-May,Malleshpalya,2 BHK,,1225.0,2.0,2.0,46.86,2,3825.31
Built-up  Area,Ready To Move,Whitefield,3 BHK,,1541.0,3.0,1.0,72.0,3,4672.29
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1610.0,2.0,2.0,111.0,3,6894.41
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1694.0,2.0,2.0,125.0,2,7378.98
Plot  Area,Ready To Move,Jnanabharathi Layout,3 Bedroom,,600.0,3.0,2.0,75.0,3,12500.0
Super built-up  Area,Ready To Move,Kaggalipura,2 BHK,Baowsig,950.0,2.0,1.0,39.0,2,4105.26
Super built-up  Area,Ready To Move,Muneshwara Nagar,3 BHK,Laderav,1560.0,2.0,3.0,66.0,3,4230.77
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,1201.0,2.0,2.0,27.0,2,2248.13
Plot  Area,Ready To Move,Chandapura,2 Bedroom,,1500.0,2.0,1.0,60.0,2,4000.0
Super built-up  Area,Ready To Move,Malleshpalya,3 BHK,,1785.0,3.0,2.0,75.0,3,4201.68
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,,1258.0,2.0,1.0,63.53,2,5050.08
Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910.0,2.0,2.0,42.0,2,4615.38
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,,1297.0,2.0,2.0,112.0,2,8635.31
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Vangsld,1291.0,2.0,3.0,49.0,2,3795.51
Built-up  Area,Ready To Move,Chikkasandra,2 BHK,,1070.0,2.0,2.0,42.0,2,3925.23
Super built-up  Area,Ready To Move,Varthur,2 BHK,Soamsay,1012.0,2.0,1.0,66.5,2,6571.15
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,,1260.0,2.0,3.0,57.6,2,4571.43
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Maantr,1282.0,2.0,2.0,72.0,2,5616.22
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843.0,3.0,2.0,92.15,3,5000.0
